customer_id,customer_name,gender,age,city,province,signup_date,signup_channel,is_churned
68,Ali Iqbal,Male,23,Multan,Punjab,2025-03-24,TikTok Ads,0
69,Hassan Abbasi,Male,30,Lahore,Punjab,2025-11-14,Google Ads,0
70,Hassan Abbasi,Male,41,Karachi,Sindh,2024-05-17,Organic,0
71,Bilal Sheikh,Male,21,Peshawar,KPK,2024-10-05,Referral,0
72,Usman Hashmi,Female,33,Multan,Punjab,2024-07-27,Google Ads,1
73,Yasmin Siddiqui,Female,33,Quetta,Balochistan,2026-05-16,Direct,0
74,Ahmed Ali,Female,29,Karachi,Sindh,2024-02-15,Google Ads,1
75,Muhammad Shah,Female,26,Karachi,Sindh,2024-06-14,TikTok Ads,1
76,Hina Gill,Female,36,Peshawar,KPK,2025-07-28,TikTok Ads,1
77,Muhammad Sheikh,Male,22,Lahore,Punjab,2025-07-12,Referral,1
78,Ahmed Mughal,Male,31,Karachi,Sindh,2025-03-16,Google Ads,0
79,Hamza Ahmed,Male,32,Islamabad,Islamabad Capital Territory,2025-01-01,Organic,1
80,Ayesha Iqbal,Female,34,Lahore,Punjab,2026-03-09,Facebook Ads,0
81,Hassan Qureshi,Male,34,Faisalabad,Punjab,2024-08-30,Direct,1
82,Fatima Butt,Male,34,Lahore,Punjab,2024-07-02,Google Ads,1
83,Hina Shah,Female,34,Islamabad,Islamabad Capital Territory,2026-04-01,Organic,0
84,Yasmin Iqbal,Male,39,Multan,Punjab,2025-01-26,Facebook Ads,0
85,Ahmed Cheema,Female,23,Lahore,Punjab,2024-12-24,Facebook Ads,0
86,Usman Iqbal,Male,28,Lahore,Punjab,2025-02-12,Google Ads,0
87,Omer Siddiqui,Female,35,Karachi,Sindh,2024-12-25,Facebook Ads,0
88,Raza Jatoi,Female,18,Rawalpindi,Punjab,2024-01-29,Google Ads,0
89,Zain Siddiqui,Female,30,Rawalpindi,Punjab,2024-02-09,Facebook Ads,1
90,Zain Hashmi,Female,21,Lahore,Punjab,2025-03-22,Facebook Ads,0
91,Nida Jatoi,Male,30,Lahore,Punjab,2024-09-17,TikTok Ads,1
92,Ahmed Qureshi,Other,24,Islamabad,Islamabad Capital Territory,2026-04-05,Referral,0
93,Hassan Raza,Male,18,Rawalpindi,Punjab,2025-11-11,Facebook Ads,0
94,Omer Hashmi,Male,31,Lahore,Punjab,2026-01-07,Facebook Ads,0
95,Usman Jatoi,Female,34,Lahore,Punjab,2024-11-30,Facebook Ads,1
96,Kiran Abbasi,Male,36,Karachi,Sindh,2025-03-06,Facebook Ads,0
97,Yasmin Dar,Male,44,Islamabad,Islamabad Capital Territory,2025-09-22,Facebook Ads,0
98,Sara Abbasi,Male,33,Peshawar,KPK,2024-11-07,Organic,1
99,Usman Raza,Female,46,Lahore,Punjab,2025-04-21,Facebook Ads,0
100,Zahra Gill,Female,38,Lahore,Punjab,2026-03-23,Organic,0
101,Hina Butt,Female,33,Lahore,Punjab,2025-06-11,Facebook Ads,1
102,Yasmin Hashmi,Male,36,Lahore,Punjab,2025-11-19,Google Ads,1
103,Usman Iqbal,Male,27,Lahore,Punjab,2024-01-26,TikTok Ads,1
104,Ahmed Iqbal,Male,20,Lahore,Punjab,2025-04-11,Facebook Ads,1
105,Mariam Baig,Female,41,Lahore,Punjab,2025-05-21,Direct,1
106,Kiran Iqbal,Male,18,Islamabad,Islamabad Capital Territory,2026-02-07,Facebook Ads,0
107,Amna Sheikh,Male,31,Karachi,Sindh,2024-06-29,TikTok Ads,1
108,Faisal Jatoi,Male,25,Peshawar,KPK,2026-05-18,TikTok Ads,0
109,Zain Gill,Female,42,Lahore,Punjab,2025-11-14,Google Ads,0
110,Tariq Farooq,Female,20,Peshawar,KPK,2025-09-19,Google Ads,0
111,Hina Jatoi,Female,32,Karachi,Sindh,2024-06-11,Facebook Ads,1
112,Hina Cheema,Male,25,Faisalabad,Punjab,2026-05-10,Facebook Ads,0
113,Raza Siddiqui,Female,25,Karachi,Sindh,2025-10-03,TikTok Ads,0
114,Sana Siddiqui,Female,36,Lahore,Punjab,2024-08-28,Direct,0
115,Bilal Shah,Male,36,Karachi,Sindh,2024-05-21,Facebook Ads,1
116,Hamza Iqbal,Male,35,Rawalpindi,Punjab,2025-12-24,Organic,0
117,Ayesha Ali,Female,29,Lahore,Punjab,2025-07-09,Organic,0
118,Zahra Qureshi,Female,30,Karachi,Sindh,2025-02-02,Direct,1
119,Amna Baig,Male,28,Rawalpindi,Punjab,2026-05-27,Organic,0
120,Amna Baig,Male,38,Karachi,Sindh,2024-12-26,Direct,0
121,Usman Dar,Female,40,Karachi,Sindh,2025-07-05,Direct,1
122,Hina Farooq,Male,30,Lahore,Punjab,2025-05-14,Facebook Ads,1
123,Sana Siddiqui,Male,32,Peshawar,KPK,2025-02-02,TikTok Ads,1
124,Omer Dar,Female,28,Lahore,Punjab,2024-05-10,Google Ads,1
125,Nida Farooq,Other,21,Islamabad,Islamabad Capital Territory,2025-02-07,Organic,1
126,Sara Baig,Male,20,Rawalpindi,Punjab,2025-10-20,Organic,1
127,Mariam Malik,Male,29,Karachi,Sindh,2024-02-21,Google Ads,0
128,Bilal Dar,Female,22,Lahore,Punjab,2024-11-30,Direct,0
129,Omer Dar,Female,23,Karachi,Sindh,2024-09-15,Organic,1
130,Ali Cheema,Other,27,Lahore,Punjab,2025-07-06,Facebook Ads,1
131,Ahmed Mughal,Male,31,Karachi,Sindh,2026-03-10,Organic,0
132,Raza Ahmed,Male,25,Islamabad,Islamabad Capital Territory,2024-07-23,Facebook Ads,1
133,Muhammad Hashmi,Male,18,Rawalpindi,Punjab,2025-04-29,Direct,0
134,Yasmin Sheikh,Male,18,Sialkot,Punjab,2025-04-21,Organic,1
135,Faisal Siddiqui,Male,24,Rawalpindi,Punjab,2025-09-12,TikTok Ads,0
136,Nida Sheikh,Male,28,Lahore,Punjab,2024-11-14,Direct,0
137,Zain Baig,Other,29,Karachi,Sindh,2024-11-15,Google Ads,0
138,Sara Dar,Male,21,Karachi,Sindh,2024-03-18,Facebook Ads,0
139,Sara Iqbal,Female,32,Islamabad,Islamabad Capital Territory,2026-05-20,TikTok Ads,0
140,Yasmin Hashmi,Male,23,Quetta,Balochistan,2024-12-21,Google Ads,0
141,Hassan Qureshi,Male,35,Karachi,Sindh,2025-06-02,Referral,0
142,Raza Shah,Other,26,Karachi,Sindh,2025-03-06,Referral,0
143,Saad Sheikh,Female,31,Karachi,Sindh,2025-10-12,TikTok Ads,1
144,Zahra Malik,Female,30,Quetta,Balochistan,2025-09-22,Google Ads,1
145,Hassan Cheema,Female,41,Lahore,Punjab,2024-11-26,TikTok Ads,1
146,Sana Ali,Female,37,Lahore,Punjab,2024-09-06,Direct,1
147,Amna Gill,Female,47,Karachi,Sindh,2024-12-10,Facebook Ads,1
148,Muhammad Cheema,Male,23,Lahore,Punjab,2025-05-14,Google Ads,1
149,Ayesha Mughal,Female,23,Quetta,Balochistan,2024-10-13,Referral,1
150,Nida Siddiqui,Male,31,Islamabad,Islamabad Capital Territory,2024-03-28,Google Ads,1
151,Sana Qureshi,Male,37,Islamabad,Islamabad Capital Territory,2025-12-08,Facebook Ads,1
152,Saad Cheema,Male,25,Multan,Punjab,2024-04-05,Organic,1
153,Usman Iqbal,Male,19,Peshawar,KPK,2024-11-09,Direct,1
154,Yasmin Baig,Female,44,Karachi,Sindh,2025-03-11,Facebook Ads,1
155,Hina Farooq,Female,39,Sialkot,Punjab,2024-10-04,Facebook Ads,1
156,Usman Siddiqui,Male,26,Lahore,Punjab,2024-11-19,Google Ads,1
157,Zain Farooq,Male,29,Lahore,Punjab,2024-07-15,Facebook Ads,1
158,Ayesha Cheema,Female,39,Karachi,Sindh,2024-04-12,Direct,1
159,Ayesha Abbasi,Male,30,Rawalpindi,Punjab,2024-11-05,Direct,0
160,Muhammad Farooq,Male,30,Faisalabad,Punjab,2024-02-25,Facebook Ads,1
161,Hassan Abbasi,Male,21,Peshawar,KPK,2025-10-15,TikTok Ads,0
162,Amna Cheema,Male,28,Karachi,Sindh,2025-08-10,TikTok Ads,0
163,Usman Cheema,Female,18,Karachi,Sindh,2024-07-07,TikTok Ads,1
164,Ahmed Siddiqui,Female,40,Lahore,Punjab,2024-04-26,Organic,1
165,Ali Dar,Male,39,Lahore,Punjab,2024-06-04,TikTok Ads,1
166,Hamza Baig,Male,30,Faisalabad,Punjab,2024-09-11,Google Ads,1
167,Zain Farooq,Male,35,Islamabad,Islamabad Capital Territory,2026-03-05,Facebook Ads,0
168,Tariq Dar,Female,40,Karachi,Sindh,2024-10-31,Facebook Ads,1
169,Sara Qureshi,Male,38,Lahore,Punjab,2025-09-16,Google Ads,0
170,Hina Sheikh,Male,18,Multan,Punjab,2025-10-02,Facebook Ads,0
171,Ayesha Siddiqui,Male,42,Lahore,Punjab,2024-09-02,TikTok Ads,1
172,Fatima Farooq,Male,30,Faisalabad,Punjab,2025-02-22,Direct,1
173,Zahra Hashmi,Male,18,Lahore,Punjab,2024-08-25,Referral,1
174,Usman Abbasi,Female,29,Lahore,Punjab,2024-03-13,Facebook Ads,1
175,Yasmin Iqbal,Male,19,Karachi,Sindh,2025-03-11,Facebook Ads,1
176,Zain Farooq,Male,35,Karachi,Sindh,2024-09-29,Facebook Ads,1
177,Hamza Ali,Female,32,Karachi,Sindh,2025-09-01,Facebook Ads,1
178,Hina Baig,Female,22,Multan,Punjab,2024-05-07,Google Ads,1
179,Zahra Abbasi,Female,22,Karachi,Sindh,2025-05-27,Facebook Ads,0
180,Hassan Cheema,Male,34,Karachi,Sindh,2025-03-18,Facebook Ads,0
181,Hina Shah,Male,29,Karachi,Sindh,2024-04-03,Google Ads,1
182,Sana Baig,Male,21,Lahore,Punjab,2026-02-22,TikTok Ads,0
183,Yasmin Siddiqui,Male,24,Faisalabad,Punjab,2025-04-26,Direct,0
184,Tariq Gill,Male,31,Karachi,Sindh,2025-08-22,Facebook Ads,0
185,Mariam Cheema,Female,34,Karachi,Sindh,2024-12-22,Facebook Ads,1
186,Mariam Shah,Male,36,Lahore,Punjab,2026-05-28,Google Ads,0
187,Fatima Shah,Female,18,Lahore,Punjab,2024-10-22,Organic,1
188,Yasmin Dar,Male,40,Karachi,Sindh,2025-04-10,Facebook Ads,0
189,Ali Shah,Male,34,Lahore,Punjab,2026-03-02,Google Ads,0
190,Kiran Jatoi,Male,32,Karachi,Sindh,2025-11-04,Google Ads,0
191,Hassan Gill,Male,18,Karachi,Sindh,2025-06-14,Google Ads,0
192,Asad Hashmi,Female,31,Karachi,Sindh,2026-02-17,Facebook Ads,0
193,Ahmed Raza,Male,24,Karachi,Sindh,2024-10-21,Direct,1
194,Zahra Cheema,Male,21,Lahore,Punjab,2025-12-27,TikTok Ads,0
195,Fatima Abbasi,Female,29,Karachi,Sindh,2024-04-05,Google Ads,1
196,Sana Sheikh,Male,41,Lahore,Punjab,2025-10-25,Organic,0
197,Hamza Cheema,Female,21,Karachi,Sindh,2025-06-05,Google Ads,1
198,Faisal Siddiqui,Female,28,Lahore,Punjab,2025-04-28,TikTok Ads,0
199,Sana Gill,Female,18,Karachi,Sindh,2024-07-14,Facebook Ads,0
200,Nida Jatoi,Male,34,Karachi,Sindh,2024-03-12,Facebook Ads,0
201,Bilal Qureshi,Female,25,Karachi,Sindh,2026-04-20,Direct,0
202,Muhammad Abbasi,Female,23,Karachi,Sindh,2024-06-01,Google Ads,1
203,Zahra Farooq,Female,32,Karachi,Sindh,2025-07-19,Google Ads,1
204,Amna Farooq,Female,29,Quetta,Balochistan,2024-07-12,Direct,0
205,Faisal Iqbal,Male,25,Karachi,Sindh,2026-05-26,TikTok Ads,0
206,Amna Qureshi,Other,36,Peshawar,KPK,2026-02-01,TikTok Ads,0
207,Saad Dar,Male,18,Rawalpindi,Punjab,2025-05-22,Facebook Ads,0
208,Ahmed Malik,Female,34,Karachi,Sindh,2024-04-12,Google Ads,1
209,Zahra Sheikh,Female,18,Karachi,Sindh,2024-01-16,TikTok Ads,0
210,Hina Malik,Male,30,Karachi,Sindh,2024-03-17,TikTok Ads,1
211,Saad Siddiqui,Female,29,Lahore,Punjab,2025-10-27,Facebook Ads,0
212,Ali Shah,Female,20,Karachi,Sindh,2024-11-20,Facebook Ads,1
213,Raza Cheema,Male,38,Karachi,Sindh,2025-09-24,TikTok Ads,1
214,Ali Iqbal,Female,25,Rawalpindi,Punjab,2024-08-20,TikTok Ads,1
215,Hina Ali,Male,18,Karachi,Sindh,2026-02-17,Direct,0
216,Raza Sheikh,Female,23,Faisalabad,Punjab,2024-01-30,Referral,1
217,Ahmed Shah,Female,32,Peshawar,KPK,2025-01-02,Facebook Ads,1
218,Asad Qureshi,Female,25,Karachi,Sindh,2025-08-02,Organic,0
219,Yasmin Butt,Male,39,Karachi,Sindh,2025-09-16,Organic,0
220,Kiran Hashmi,Female,32,Karachi,Sindh,2025-08-20,Facebook Ads,1
221,Hamza Iqbal,Female,33,Islamabad,Islamabad Capital Territory,2025-04-15,Google Ads,0
222,Bilal Khan,Female,26,Lahore,Punjab,2024-10-21,Direct,1
223,Yasmin Farooq,Female,39,Lahore,Punjab,2024-12-19,Google Ads,1
224,Sara Abbasi,Female,26,Lahore,Punjab,2025-12-07,Facebook Ads,0
225,Bilal Gill,Male,30,Karachi,Sindh,2025-01-28,Direct,1
226,Saad Sheikh,Female,43,Lahore,Punjab,2025-08-11,Google Ads,1
227,Usman Abbasi,Other,31,Karachi,Sindh,2026-04-29,Direct,0
228,Yasmin Dar,Male,36,Lahore,Punjab,2025-09-12,Facebook Ads,1
229,Hina Cheema,Female,32,Lahore,Punjab,2026-03-05,Google Ads,0
230,Sana Hashmi,Male,26,Multan,Punjab,2025-10-13,Organic,1
231,Ayesha Hashmi,Male,26,Karachi,Sindh,2025-10-05,Organic,1
232,Zain Ahmed,Female,23,Karachi,Sindh,2024-02-04,TikTok Ads,1
233,Sara Mughal,Male,33,Karachi,Sindh,2024-10-29,Organic,0
234,Omer Qureshi,Male,32,Karachi,Sindh,2026-03-16,Organic,0
235,Hassan Mughal,Female,27,Rawalpindi,Punjab,2026-04-30,Facebook Ads,0
236,Fatima Siddiqui,Female,22,Karachi,Sindh,2026-04-05,Organic,0
237,Usman Shah,Female,36,Islamabad,Islamabad Capital Territory,2024-03-18,Google Ads,0
238,Hamza Iqbal,Female,40,Karachi,Sindh,2026-05-16,Facebook Ads,0
239,Hassan Mughal,Female,18,Lahore,Punjab,2024-01-15,Direct,1
240,Bilal Farooq,Female,41,Karachi,Sindh,2025-11-19,TikTok Ads,0
241,Hina Siddiqui,Female,49,Karachi,Sindh,2024-04-20,Direct,1
242,Yasmin Iqbal,Female,31,Peshawar,KPK,2025-09-16,TikTok Ads,1
243,Sana Ali,Female,33,Islamabad,Islamabad Capital Territory,2025-12-18,Facebook Ads,0
244,Usman Qureshi,Male,31,Lahore,Punjab,2024-02-08,TikTok Ads,0
245,Usman Cheema,Male,42,Peshawar,KPK,2025-07-04,Direct,0
246,Hamza Dar,Female,25,Lahore,Punjab,2025-08-24,Facebook Ads,0
247,Hina Malik,Male,30,Lahore,Punjab,2026-05-03,Google Ads,0
248,Saad Hashmi,Female,38,Karachi,Sindh,2024-02-03,Facebook Ads,1
249,Faisal Mughal,Female,21,Lahore,Punjab,2024-08-29,Direct,1
250,Asad Sheikh,Female,18,Karachi,Sindh,2025-07-11,Facebook Ads,0
251,Raza Mughal,Female,27,Karachi,Sindh,2024-07-13,Google Ads,0
252,Zain Gill,Male,43,Karachi,Sindh,2025-10-19,Facebook Ads,1
253,Raza Hashmi,Male,18,Multan,Punjab,2026-03-16,Google Ads,0
254,Omer Iqbal,Male,29,Lahore,Punjab,2024-03-11,TikTok Ads,1
255,Amna Farooq,Male,27,Karachi,Sindh,2026-04-12,Referral,0
256,Sana Shah,Male,21,Lahore,Punjab,2024-10-10,TikTok Ads,1
257,Hamza Malik,Male,30,Karachi,Sindh,2024-04-22,Direct,1
258,Yasmin Khan,Female,29,Karachi,Sindh,2026-03-19,Facebook Ads,0
259,Sana Baig,Male,29,Lahore,Punjab,2024-09-28,Facebook Ads,1
260,Ahmed Malik,Male,25,Rawalpindi,Punjab,2026-02-02,Google Ads,1
261,Ali Cheema,Female,18,Lahore,Punjab,2025-06-09,TikTok Ads,1
262,Sara Sheikh,Male,38,Karachi,Sindh,2025-09-21,Facebook Ads,0
263,Ahmed Jatoi,Male,18,Lahore,Punjab,2024-03-03,Google Ads,1
264,Saad Dar,Male,23,Karachi,Sindh,2025-05-17,Facebook Ads,1
265,Faisal Gill,Male,37,Karachi,Sindh,2024-11-25,Facebook Ads,1
266,Nida Malik,Female,40,Karachi,Sindh,2025-10-01,TikTok Ads,0
267,Raza Baig,Female,25,Islamabad,Islamabad Capital Territory,2025-01-25,Facebook Ads,1
268,Nida Jatoi,Female,33,Karachi,Sindh,2024-04-11,Facebook Ads,1
269,Faisal Sheikh,Male,35,Faisalabad,Punjab,2025-03-16,Google Ads,0
270,Zahra Iqbal,Female,33,Islamabad,Islamabad Capital Territory,2025-02-12,Facebook Ads,0
271,Mariam Sheikh,Female,34,Karachi,Sindh,2025-11-12,Facebook Ads,0
272,Bilal Mughal,Female,27,Karachi,Sindh,2024-03-09,Facebook Ads,1
273,Ali Ali,Male,32,Lahore,Punjab,2026-02-01,Direct,0
274,Hina Mughal,Male,19,Rawalpindi,Punjab,2025-08-23,Facebook Ads,0
275,Hassan Farooq,Male,24,Lahore,Punjab,2025-02-24,Facebook Ads,0
276,Asad Qureshi,Male,18,Lahore,Punjab,2024-10-21,Google Ads,1
277,Nida Abbasi,Male,18,Karachi,Sindh,2024-06-07,Direct,1
278,Yasmin Cheema,Male,43,Rawalpindi,Punjab,2024-12-24,Facebook Ads,0
279,Hassan Mughal,Female,29,Multan,Punjab,2025-08-10,Organic,1
280,Sana Qureshi,Male,38,Lahore,Punjab,2025-09-15,Facebook Ads,0
281,Yasmin Siddiqui,Other,32,Lahore,Punjab,2024-10-06,Facebook Ads,1
282,Faisal Abbasi,Female,18,Karachi,Sindh,2024-01-07,Organic,1
283,Fatima Malik,Female,30,Karachi,Sindh,2024-03-12,Facebook Ads,1
284,Hamza Khan,Male,32,Karachi,Sindh,2025-01-20,Direct,1
285,Mariam Gill,Female,31,Karachi,Sindh,2024-11-15,TikTok Ads,1
286,Hina Shah,Male,22,Islamabad,Islamabad Capital Territory,2024-02-23,Organic,0
287,Hamza Butt,Male,32,Lahore,Punjab,2025-11-21,TikTok Ads,0
288,Ali Siddiqui,Female,37,Karachi,Sindh,2025-05-12,Direct,1
289,Nida Gill,Male,18,Lahore,Punjab,2026-02-12,Facebook Ads,1
290,Tariq Sheikh,Male,19,Karachi,Sindh,2024-10-17,Organic,1
291,Yasmin Baig,Female,31,Karachi,Sindh,2024-02-16,Google Ads,1
292,Sana Dar,Male,23,Karachi,Sindh,2024-01-08,Google Ads,0
293,Ayesha Abbasi,Male,22,Lahore,Punjab,2026-02-21,Google Ads,0
294,Bilal Abbasi,Male,38,Islamabad,Islamabad Capital Territory,2025-05-24,Direct,0
295,Hina Qureshi,Female,23,Karachi,Sindh,2025-06-29,Facebook Ads,1
296,Faisal Iqbal,Female,35,Lahore,Punjab,2024-03-14,Facebook Ads,1
297,Kiran Ahmed,Female,50,Karachi,Sindh,2024-03-20,Organic,0
298,Omer Baig,Female,29,Karachi,Sindh,2025-12-27,Facebook Ads,0
299,Raza Qureshi,Female,29,Islamabad,Islamabad Capital Territory,2024-01-22,Google Ads,0
300,Omer Butt,Female,44,Karachi,Sindh,2026-05-01,Organic,0
301,Faisal Mughal,Male,35,Karachi,Sindh,2024-09-06,TikTok Ads,0
302,Mariam Baig,Male,37,Lahore,Punjab,2025-02-09,Facebook Ads,1
303,Usman Shah,Male,29,Karachi,Sindh,2024-03-19,Google Ads,0
304,Tariq Sheikh,Male,34,Faisalabad,Punjab,2026-03-05,Organic,0
305,Asad Mughal,Male,34,Islamabad,Islamabad Capital Territory,2024-08-29,Organic,1
306,Zain Malik,Male,38,Karachi,Sindh,2025-09-08,Google Ads,1
307,Hamza Ali,Female,33,Karachi,Sindh,2025-04-20,TikTok Ads,1
308,Amna Baig,Female,31,Multan,Punjab,2025-11-28,Facebook Ads,0
309,Sara Hashmi,Female,21,Peshawar,KPK,2024-06-03,Referral,0
310,Zahra Ali,Female,38,Peshawar,KPK,2026-03-26,Google Ads,0
311,Bilal Baig,Male,30,Karachi,Sindh,2024-11-13,Organic,0
312,Zahra Gill,Other,30,Karachi,Sindh,2025-01-12,TikTok Ads,1
313,Usman Ali,Male,26,Karachi,Sindh,2025-09-21,TikTok Ads,0
314,Nida Jatoi,Male,27,Karachi,Sindh,2025-04-05,Organic,0
315,Sara Raza,Female,28,Lahore,Punjab,2025-05-28,Organic,1
316,Hamza Ahmed,Female,26,Karachi,Sindh,2026-01-01,TikTok Ads,0
317,Ali Jatoi,Male,32,Karachi,Sindh,2024-09-10,Facebook Ads,1
318,Faisal Gill,Male,37,Faisalabad,Punjab,2025-01-07,Facebook Ads,1
319,Asad Abbasi,Female,30,Peshawar,KPK,2025-11-26,Organic,0
320,Nida Ahmed,Female,38,Gujranwala,Punjab,2024-03-08,Google Ads,0
321,Omer Sheikh,Female,25,Lahore,Punjab,2024-10-17,TikTok Ads,1
322,Bilal Hashmi,Female,41,Faisalabad,Punjab,2024-03-24,Referral,1
323,Sara Malik,Female,26,Lahore,Punjab,2025-11-02,Organic,1
324,Faisal Dar,Male,41,Karachi,Sindh,2024-11-13,Facebook Ads,1
325,Hassan Dar,Female,19,Karachi,Sindh,2026-04-12,Facebook Ads,0
326,Hamza Jatoi,Female,22,Karachi,Sindh,2025-06-04,Facebook Ads,1
327,Asad Khan,Male,29,Lahore,Punjab,2024-08-07,TikTok Ads,0
328,Omer Cheema,Male,31,Karachi,Sindh,2024-06-07,Direct,1
329,Ali Abbasi,Male,37,Peshawar,KPK,2025-06-03,Google Ads,1
330,Amna Farooq,Male,28,Lahore,Punjab,2025-11-08,Facebook Ads,0
